축구,이승주,23,Fall,5.0,"한 학기 동안 재밌게 배웠습니다!!
축구에서 기초적인  볼 컨트롤이나 패스, 드리블, 킥 자세 등을 잘 알려주셔서 좋았습니다."
축구,장도진,22,Fall,3.0,올출하고 과제 딜레이 없었고 에제 받음. 축구를 엄청 못하는 편이긴 했음. 운동능력 부족하면 다른 체육수업을 듣는 것을 추천함.
축구,장도진,22,Spring,5.0,계절 들었는데 사람 적었지만 잘 배웟슴 ㅎㅎ 재밌었다🤸🏻
축구,장도진,22,Spring,5.0,일단 교수님이 편하게 대해주셔서 재밌게 수업 들을 수 있었습니다 아직 학점은 안나왔지만 s/u로 들어서 성적 부담도 없었네요
축구,장도진,21,Fall,5.0,"비대면 막차 꿀 잘 빨다갑니다.
매주 과제가 있긴한데 20분안에 끝낼 수 있고 중간기말은 축구동작 영상 찍는건데 얼마 걸리지도 않습니다.
학점도 엄청 잘주십니다."
축구,장도진,21,Fall,5.0,비대면 축구였는데 과제 힘 안 줘도 되고 내기만 하면 되는 수업이었음. 수업 내용도 흥미로웠는데 이젠 대면이겠지..
축구,황수웅,23,Summer,5.0,"23년 여름계절 수강했습니당. 교수님 매우 친절하시고 최대한 학생들 배려해주시는게 느껴져 편안한 마음으로 수강했습니다. 교수님께서 친화력이 좋으신 탓에 두루두루 화목하게 수업이 진행됐습니다. 여름계절이라 비가 자주 왔지만 교수님께서 실내 체단실 및 핸드볼 코트에서 훈련할 수 있는 커리큘럼 신경 써주셔서 좋았습니당. 중간대체 과제 A4 1장 분량 레포트와 기말은 수업시간에 연습한 리프팅, 드리블, 패스였구 수업시간에만 열심히 참여하셔도 충분히 좋은 성적 받는 듯 해요. 시험때도 긴장하지 않게 편안한 환경에서 진행됩니당."
축구,황수웅,22,Winter,5.0,"수업은 몸 풀기, 기본 드리블,트래핑이나 볼돌리기 등의 연습을 한 뒤 마지막으로 팀을 나누어 경기를 진행합니다. 저만 너무 못할까 걱정했는데 다들 웃으면서 하는 분위기라 부담없이 수업을 들었던 것 같습니다. 그리고 교수님이 되게 귀여우십니다."
축구,황수웅,20,Fall,5.0,22년 여름학기 수강하였습니다. 수웅좌..즐거웠습니다.
축구,안지훈,19,Fall,5.0,ㄹㅇ 갓갓갓임!! 출첵은 부르는데 남녀 상관 없이 엄청 잘 챙겨주십니다
축구,안지훈,19,Fall,5.0,"역시.. 갓지훈!! 수업 전출에 과제는 제출, 시험은 보기만 하면 무조건 에이쁠! 강의도 축구 기술 수업과 경기의 시간배분이 조화롭게 잘 이루어짐. 학생에게 부담을 안 준다는 체육 수업의 원칙과 강의로서 얻어가는 점이 있어야 한다는 것을 모두 충족시켜주는 수업."
축구,김인우,23,Fall,5.0,교수님께서 축구에 정말 도움 많이 되는것들 많이 알려주십니다
축구,김인우,23,Spring,5.0,한학기동안 축구 재밌게 하고 갑니다. 출석만 잘하시면 성적 보장됩니다.
축구,김인우,23,Spring,5.0,출석만 잘 하면 A+주십니다. 경기 감상 과제가 있는데 별로 안 중요하고 부담 아예 없어요
축구,김인우,22,Fall,5.0,"출석 잘하고 수업시간에 성실히 참여하기만 하면 좋은 성적받을 수 있습니다. 
교수님도 매우 친절하시고, 수업도 나름 체계적입니다."
축구,김인우,23,Spring,5.0,"교수님이 진짜 너무너무 귀여우십니다!!!
축구를 전혀 못하는 저는 교수님이 시키는 대로만 하고 열심히 뛴 것 밖에 없는데 ㅠㅠ 에이쁠을..
공 받으면 바로 뺏기고 골대 코앞에서 이상한 방향으로 차고 암튼 엉망진창이었습니다만.. 교수님이 실력보다는 열정을 기반으로 성적을 주신다고 말씀하신 것처럼 그냥 무작정 뛰니까 좋은 성적 주신 것 같습니다..
다른 축구 교양에서는 감상문이 조금 부담이 된다고 했는데 저희는 진짜 1도 부담 안되고 교수님이 오히려 늦게 내도 된다고 말씀하셨을 정도입니다ㅠ 엉엉 김인우 교수님 감사합니다 사랑합니다 행복하세요
결정적으로 같이 강의를 들으신 분들이 너무 착해서 좋았습니다! 너무너무 감사했습니다!!

(뛰다가 얼굴에 공을 맞을 수도 있는데 저는 많이 맞아봐서 괜찮았지만 그래도 진짜 진짜 아파서 눈물이 날 것 같았거든요..... 이 부분 각오하세요...! 혹시 모르니까!)"
축구,김인우,23,Spring,5.0,인우햄 GOAT 출석잘하고 감상문하나 써내면 끝
축구,김인우,23,Spring,5.0,매우 좋다만 여름에 들으면 땀으로 범벅이 된 채로 다른 수업에 갈 수 있어요! 겨울이면 무조건 듣는거 추천
축구,김인우,22,Spring,3.0,"소신 발언 합니다. 교수님 사람은 참 좋습니다. 근데 말이 너어어어어어무 많아요. 거의 박찬호 버금가는 투머치토커라 경기 하다가 갑자기 멈춰서 설명하고, 단상에서 또 설명하고, 하기전에 또 설명하는 친절하신 분인데 참.. 좌우지간에 축구 야무지게 들어야지 하시는 분들은 차라리 장도진 축구 들으면 비록 과제는 많아도 경기는 재밌게 할 듯!"
축구,김인우,22,Fall,5.0,"부담없이 재밌게 공 찰 수 있는 시간이었습니다~
출석만 잘 하면 에이쁠 주십니다!"
축구,김인우,22,Fall,5.0,한 학기동안 공 재밌게 차고 A+ 받아갑니다 재밌었습니다~
축구,김인우,22,Fall,5.0,축구 기초적인 연습부터 경기까지 한학기동안 즐겁게 들을 수 있었고 성적은 출석이 가장 중요합니다
축구,김인우,22,Spring,5.0,교수님 광장히 친절하시게 알려주셔서 좋습니다! 매일 스트레칭하고 기본기 연습하다가 20-30정도 연습게임하는데 절대 적지 않습니다. 이정도만 해도 굉장히 힘듭니다! 그래도 너무 재밌게 잘했습니다. 잘하는 사람도 재미있을 것이고 잘못하더라도 재미있을 거에요!
축구,김인우,22,Spring,5.0,굿굿 교수님 좋으심. 난 축구를 못해서 조금 창피했지만 재미있었음
축구,김인우,22,Spring,4.0,굿 티쳐 베리 굿 티쳐. 난 축구를 너무 못해서 가끔 조 짤 때 민망했다.
축구,김인우,21,Spring,5.0,"몸풀기, 패스, 슈팅, 드리블, 수비 등등 축구 기본기를 체계적으로 잘 가르쳐 주십니다. 
성적도 축구 실력과는 전혀 상관 없이 출석으로만 주시기에 부담없이 수강하셔도 될듯해요."
축구,김인우,21,Fall,5.0,재밌고 좋아요.  연습 끝나면 게임도 하고 다들 즐기는 분위기였습니다
축구,김인우,21,Fall,5.0,"축구는 그냥 김인우
수강하세요
초보자에게도 어렵지 않게 쉽게 가르치시고, 잘 못하는 친구들은 기죽기마련인데 그런거 하나하나 케어해주십니다.

게임을 되게 많이해서 첨에는 좀 부끄러웠는데 나중엔 마냥 재밌음.
코시국 한정 출석도 너그럽게 보고 과제만 제출하면 출석 인정이라 그렇게 어렵지 않음!"
축구,김인우,21,Fall,5.0,초보자도 어렵지 않게 참여할수 있어요!! 재밌고 체계적인 수업이었습니다~
축구,김인우,21,Fall,5.0,"꿀꿀꿀꿀꿀
출석만 하면 되는 꿀강입니다
교수님이 잘 가르쳐 주셔서 축구에 흥미가 조금이라도 있다면 시간이 훅갑니다"
축구,김인우,21,Fall,5.0,그냥 축구를 잘 가르쳐주세요! 기본기 설명을 너무 잘 해주셔서 실력도 많이 는 것 같아요🙂
축구,김인우,21,Fall,5.0,"체계적으로 잘 가르쳐주심
그래도 과제 이런거 확인하시는거 보면 완전 개꿀만은 아닌듯"
축구,김인우,21,Spring,5.0,출석만 잘하면 학점 잘 주십니다. 교수님이 정말 친절하셔서 일주일에 한번 운동하고 싶으신 분들한테 강추드립니다.
축구,김인우,21,Spring,5.0,"출결로만 성적 주시는 것 같고, 출석체크 꼼꼼히 하십니다.
출석만 잘 하시면 A+ 쉽게 받으실 수 있을 겁니다.
두 시간 중에서 한 시간 좀 넘게 드리블 연습이랑 몸 풀기 운동하고요, 나머지 시간 동안 그때그때 배운 것을 활용할 수 있는 (사실상 그냥 미니게임) 게임을 합니다.
처음 하시는 분들도 쉽게 따라하실 수 있을 것 같습니다."
축구,김인우,21,Spring,5.0,교수님이 되게 친절해서 축구를 어렵지 않게 쉽게 배울 수 있음. 축구를 체계적이면서도 상당히 재밌게 가르쳐주심. 낮 수업이라 더운 것만 제외하면 모든 게 완벽했던 수업.
축구,김인우,19,Spring,5.0,"너무 좋았어여
수업마다 새로운 게임 들고와서 재미있게 배운거 익힐 수 있도록 도와주시고 과제도 부담없음!"
축구,김인우,18,Spring,5.0,"교수님 천사시다. 
좋아하는 축구를 친절하게 가르쳐주셔서 힐링타임과도 같았다.
또 듣고싶다."
축구,김인우,17,Spring,5.0,"잘생긴 선생님의 꿀강
로드도 없음

운동 시켜줘서 좋았다"
축구,이기대,23,Fall,5.0,"아래댓처럼 킥, 슛, 리프팅만 잘하면 성적은 쉽게 받아갈 수 있습니다! 참고로 리프팅은 25개를 넘겨야 만점인데 신기한게... 리프팅도 수업시간마다 하면 늡니다. 저도 처음엔 리프팅 5개를 못넘겼었는데 마지막날엔 40개 했습니다. 그러니 성적 부담갖지 말고 편하게 들으시고 재밌게 축구 하면서 1학점 채워가세요~"
축구,이기대,23,Fall,5.0,"기말로는 리프팅, 롱킥, 슛 세 가지 보고 저는 결석도 꽤 했는데 에제 주셨습니다
매 수업마다 게임도 진행하고 기본기를 잘 가르쳐주십니다"
축구,이기대,22,Spring,1.0,헛웃음만...걍 아무것도 않하고 학점 받으려면 꿀수업.
축구,이기대,22,Fall,2.0,"출석 전출 + 과제 2번(자기소개/스포츠 도서 서평) 정시 제출 + 기말 잘 못봄 = A-
기말은 리프팅 25개랑 백스핀 걸리게 롱킥 차기 인데 생각보다 어렵습니다
축구 못하는데 학점 잘받을 생각으로 듣는건 비추
부담없이 즐겁게 축구하고 싶으시면 그냥 s/u로 돌리세요"
축구,이기대,22,Fall,5.0,"출석 잘 하시고, 리프팅 25개만 하고 킥 어느정도 할 줄 알면 A+ 받는 개꿀강의"
축구,이기대,22,Fall,5.0,"기말: 리프팅 25개, 킥 멀리차기.(남자 기준)
과제: 진짜 아무 형식 없는 자기소개 파일, 자유형식 스포츠 책 서평
기말 잘하고 출석 잘 하면 애쁠.
거의 매 수업마다 40분은 게임 참! 잘하는 사람도 있고 그렇지 않은 사람도 있고! 다들 재밌게 볼 차요"
축구,이기대,22,Spring,5.0,성적 잘 주시고 22부터는 축구 자주 하시는 것 같네요
축구,이기대,22,Spring,5.0,학점을 너무잘주심... 실기시험 잘 못봤는데도 A 주셔서 감동받았습니다
축구,이기대,21,Spring,4.0,"학점은 잘주시는듯
근데 축구가 하고 싶어요.."
축구,이기대,21,Spring,5.0,학점 너무 잘 주세요 최고 ㅜㅜ 비와 코로나 때문에 대면 수업은 두세번 정도 했습니다!
축구,이기대,21,Spring,5.0,코로나라서 축구는 많이  못해서 아쉽지만 학점은 꿀입니다~~
축구,이기대,21,Spring,5.0,"코로나로 인해 대면수업 취소가 매우 잦았음.
그렇게 비대면인 경우 자기소개를 쓰거나 감상문을 쓰는등 대체과제를 내주는 편인데 매번 그런것도 아니라 걍 개꿀이었음!!
학점도 잘 주시니 나는 너무 좋았다!"
축구,이기대,21,Spring,3.0,"아니 비 와서 수업 취소할 수 있죠.  근데 교수님은 이를 대체할 수업방식은 전혀 고려하지 않습니다. 물론 아무것도 안하고 학점 잘 나오니 꿀일 순 있긴한데, 축구를 누가 그런 마음가짐으로 듣습니까. 여러모로 아쉽네요. 종강2주남았는데 지금까지 수업 2번했습니다."
