물리학실험 2,박홍규,23,Fall,5.0,보고서가 2개가 되고 나서 정말 편해진 것 같습니다
물리학실험 1,박제근,22,Spring,4.0,아무리 편해져도 물실은 물실... 그래도 레폿 4개로 준다고 하니 이제 좀 편해질듯
물리학실험 1,유종희,23,Spring,5.0,"평균정도했습니다 s낭낭하게 받아가네용
보고서4번이라 확실히 편합니드"
물리학실험 1,유종희,23,Spring,5.0,"조원을 좀 타긴 하는데,, 어차피 s/u고 보고서도 4번이라서 부담없이 하시면 될 듯합니다!"
물리학실험 1,유종희,23,Spring,5.0,물실은 S/U이고 보고서도 4번만 쓰면 돼서 생각보다 할만합니다. 퀴즈도 가기 전에 메뉴얼 몆 번 읽고 가면 괜찮습니다. 조원 랜덤으로 정했는데 나름 즐겁게 했습니다.
물리학실험 1,유종희,23,Spring,5.0,"ㄱㅈㅎ 조교님 사랑합니다
덕분에 어렵지 않게 수강했습니다"
물리학실험 1,유종희,23,Spring,5.0,"조교님이 착하세요! 
퀴즈는 5문제인데 이론적인 내용 위주로 나오고, 실험 과정 관련된 부분은 한문제 정도 나오는 것 같아요.
보고서 4번만 제출하면 되고 S/U라 편하게 수강한 것 같아요!"
고급 현대 물리학 특강,백용주,23,Spring,5.0,"여러 교수님께서 오셔서 강의를 해주셔서 좋았습니다. 다소 따라가기 어려운 부분이 많았지만, 그럼에도 좋은 경험이었습니다."
암석물리학 개론,조용채,23,Spring,5.0,"‘개론’다운 수업이었습니다. 강의력도 좋고, 시험은 암기인데 노력하면 잘 볼 수 있어요. 팀플이 기말 전에 있긴 했지만, 점수 후하게 주십니다."
암석물리학 개론,조용채,23,Spring,5.0,"조용채!조용채!조용채!조용채!
성적 느리게 나온 것 말고는 그저 빛"
물리학 1,PARK YUN,24,Spring,5.0,"모두가 수업을 듣지 않기에 눈보지 않고 친구와 재밌게 놀 수 있는 강의!
다만 박윤교수님 본인 피셜로 A+ 받으려면 4,5등 쯤 안에는 들어야 한다고 하네요.
성적은 깐깐하게 주지만 교수님 되게 착하시고 좋으세요!
영과고 출신이라면 무조건 추천하는 최고의 명강의입니다."
물리학 1,PARK YUN,24,Spring,5.0,"관악 최고의 명강..

너무 명강이어서 들을 필요가 없습니다"
물리학 1,PARK YUN,23,Spring,1.0,1점도 아까운 똥 그자체인 강의. 강의도 못 해. 말도 제대로 못 해. 시험 문제도 제대로 못 만들어. 김박사넷에 평도 안 좋아.
물리학 1,PARK YUN,23,Spring,4.0,"이미 배우고 온 영과고생들에게 추천하는 강의. 교수님 수업과 필기는 집중하더라도 알아듣기 아주 어렵습니다. 사실상 자습시간이라 봐도 무방하고, ppt같은거 안 만드시고 패드에 필기하면서 수업하십니다. 교수님 성격은 좋으신 것 같은데, 말씀을 잘 못하셔서 안타까울 따름입니다. 학점은 절반정도 A 주시고, 특히 A0, A-를 많이 주시며(A0가 좀 더 많음) A+은 정말 쬐애애끔 주십니다. 애매하게 상위권이든 중상위권이든 똑같이 A0 받습니다.. 불공평해요. 시험은 교수님이 어려운 문제를 직접 만드시다보니 조건도 좀 빠지고 하여튼 난해합니다. 아 그리고 미국식 영어 쓰시고, angry bird와 physics appoximates well을 좋아하십니다."
물리학 1,PARK YUN,23,Spring,4.0,"물리 고인물 특목고 출신이 꿀빨기 좋은 수업.

수업은 교수님 특유의 웅얼거리는 말투와 애매한 발음으로 알아듣기가 매우 어려움. 영재고 출신인데 수업 들어보려다 때려침.
근데 학점을 잘 주고, 출튀하는 사람 많이 봄.
시험때 cheet sheet 허용이라 공식 안외워도 되는것도 은근 꿀.


물리 노베면 비추, 명강 찾으면 비추, 물리 과제 수업 안듣고 풀 수 있다 개추,
물리를 이번에 듣고 다시는 안볼것이며 낮지만 가성비 있는 학점을 추구한다 추천."
물리학 1,PARK YUN,23,Spring,2.0,"강의력이 바닥을 치셔서 3월 중순까지 수업 듣다 그담부턴 안 들었습니다. 사실 글씨체를 조금만 고치시면 괜찮을 것 같은데 글씨체까지 똥망이라 수업에서 얻어가는 것은 없다고 봐도 무방합니다…

출석은 원래 전자출결로 하시다가 누가 출결기기에 이상이 있다고 한 건지 랜덤호명으로 변경하셨습니다. 이후에는 다시 전자출결로 갈 가능성이 있습니다.

시험문제는 무난~조금 어려운 것 같은데 전 잘 못 봤습니다. 그런데 드랍자가 많아 학점이 생각보다 잘 나왔습니다. 

과제는 중간 전까지 3번, 기말 전까지 3번 있고 한 번 풀 때마다 10문제씩 풉니다. 이건 모든 물리1 강좌 공통인듯…

되도록 다른 좋은 교수님 수업 들으시는 것을 추천합니다."
물리학 1,PARK YUN,23,Spring,1.0,교수님의 엄청난 강의 스킬로 인해 드랍자가 속출하여 성적이 생각보다 잘나옵니다. 출석은 랜덤하게 8명정도 부르는데 출석부에 단과대별로 정리가 되어있는지 같은 단과대끼리 불리니까 순서 적당히 예측해서 안가도 됩니다. 영재고 과학고라면 학점 잘나오니까 한 번 들어보세요. 일반고라면 물리 독학할 생각으로 들으시는게 아니라면 극히 비추합니다.
물리학 1,PARK YUN,23,Spring,1.0,"수업을 알아들을 수 없고 필기를 알아볼 수 없는 수업.
학점은 괜찮게 받았지만 머리에 남은게 없어서 다른 수업 다시 들어보고 싶음.
이미 자기 실력에 자신 있는 영과고라면 개꿀일지도"
물리학 1,PARK YUN,23,Spring,2.0,"출석은 매번 10명씩 랜덤으로 부르심
항상 수업은 하는데, 알아듣는 사람은 없을 것으로 보임. 어느 경우든 이 수업을 통해 무언가를 배울 거란 기대는 하지 말 것
과제는 타 물리학 분반과 같음. 학기 중 총 6번, 세네시간 들이면 풀리는 정도
자신이 일반물리를 예습해 온 영과고 출신이면 시험 날먹이 가능함.
A는 많이 주시나 쁠몰은 아님."
물리학 1,PARK YUN,23,Spring,1.0,"진짜 개별로임
연구에 집중하실수 있게 더이상 이분한테 강의 안맡기면 좋겠음"
물리학 1,PARK YUN,23,Spring,1.0,"1. 교수님 외국계?라 말하는 내용 못알아들음
2. 그렇다고 필기가 알아볼만 한가?도 아님
3. 시험은 어렵진 않음, 조교가 채점 이상하게 함(초딩수준 문제 내놓고 만점자가 없음)
예시를 주자면 용수철 2개 병렬인 용수철상수 구하기에서 x당기면 2kx 작용하니까 2k다 쓰면 kx+kx=2kx 안써서 2점 감점
별 이상한거 다 감점하고 성격 안좋음, 채점 잘못하는 경우 많음"
물리학 1,PARK YUN,23,Spring,1.0,"23년 1학기 수강자

수업 자체를 알아먹기 힘들기에 일반고 출신이라 물리학 배경지식이 없는 상태라면 절대적으로 비추천함. 다만, 숙제 양도 많지 않고 수업 중에 학생이 뭐 하는지 꼼꼼히 보시는 성격이 아니라 물리학에 대해 이미 잘 알고 있는 학생이라면(최소한 일반물리학은 100% 달달달 떼는 수준이어야 함) 꿀빨수 있는 수업이라고 함.. 본인은 영재고 아니라 듣고 후회 많이 함.

정 수업을 따라가고 싶다면 스누온 이나 유튜브 등 다른 방면에서의 도움을 적극적으로 받는 것을 추천함. 그래도 멘탈 빡 잡고 가지 않는 이상 수업 내용 자체를 이해할 수 없는 경우가 태반이기에 비영재고, 비과고 출신이 A 이상 맞기는 정말 힘듬.

출석은 원래 전자출결이었으나 출튀의 범람으로 인하여 직접호명(랜덤)으로 변경됨, 대출 엄격하게 잡으시니 시도하지 말 것."
물리학 1,PARK YUN,23,Spring,1.0,"랜덤출석
과제는 물1 전체 공통

시험문제는 그다지 어려운 펀은 아니나 채점이 매우 깐깐하거나 잘못 채점되는 경우 있음.

강의는 듣기 힘듬.

물리 배경지식 없으면 절대 듣지 말고, 배경지식 있으면 영재고에서 잘하는 편일 경우 들을 것"
물리학 1,PARK YUN,23,Spring,1.0,"별 1개도 아까움
언어 능력이 너무 좋으셔서 시험 문제를 이해를 못하게 서술해주심 ^^"
물리학 1,TEO YONG SIAH,23,Spring,4.0,강의력 좋음. 중간 개어려움. 기말 쉬움. 점수 개잘줌.
물리학 1,TEO YONG SIAH,23,Spring,4.0,영강인 것을 주의하세요. 수업은 할리데이 교재 위주로 진행합니다. 따로 공부를 많이 하셔야 됩니다.
물리학 1,TEO YONG SIAH,23,Spring,5.0,"최고의 영강 시험 진짜 개꿀 쉽고 꼭 들어. 한국어가 편해도, 이 영강은 진짜 너무 쉬워서 영어여도 듣는거 추천 ㄱㄱ

진짜 너무 쉬워. 꿀 A+ 받고 싶으면 와"
물리학 1,차국린,23,Spring,5.0,343드미포이나 이를 뒤집는 관대한 출석. 수업중80%를안가도 A가 가능
물리학 1,차국린,23,Spring,5.0,"강의력이 좋은 편은 아니시나 출석을 안 부르십니다
출석하지 않아도 됩니다
모든 내용을 혼자서 독학했습니다
일반고 졸업하고 혼자 공부한 거라 쉽진 않았지만 나름 재밌었습니다
문제가 영어로 나오긴 하나 전부 교재에서 나오는 물리학 용어들 뿐이라 기초영어인 저도 쉽게 해석하고 풀었습니다"
물리학 1,차국린,23,Spring,4.0,교수님 강의력은 안습이지만.. 출석에 매우매우 관대하셔서 학기 내내 수업을 간 적이 없다는 점이 상당히 좋음 !! 시험은 과제랑 비슷하거나 조금 더 어려운 느낌?
물리학 1,차국린,23,Spring,4.0,"학점 343으로 잘라서 주심
출석 안 부르셔셔 좋음
시험은 영어로 나오는데 영어 읽는게 문제 푸는거보다 어려움"
물리학 1,차국린,23,Spring,4.0,"수업 : 개념설명은 잘해주심 근데 자잘한 계산실수가 많으셔서 여기서 시간 까먹을때가 많음

출석 : 안부르심

시험 : 과제와 비슷하거나 쉬운 난이도 근데 또 변별은 잘됨

성적 : 343으로 주시는듯 함"
물리학 1,차국린,23,Spring,1.0,"이번학기 최고로 스트레스 받은 과목
시험이 두 번 영어로 나오는데 일부러 어려운 단어 쓰신건지 해석 못해서 틀린 문제 다수. 문제는 딱 과제정도 난이도인데 계산실수하면 점수 거의 못받고 (이게 너무 큼 한문제 비중이 20%정도) 물리 실력과 무관하게 그저 문제해석 잘하고 계산 잘하는 시험임. 출석 안부르셔서 너무 좋았지만 드미포에 학점 분포대로 주시며 성적 짜게주심
수업은 두세번 가봤는데 시험에 낼만한 문제가 아니라 그냥 교재 진도 따라가며 shear force 자이로스코프 이런거 설명하시면서 할리데이 쭉 넘어감 
그 웬만하면 문×기 교수님 듣는걸 추천.."
물리학 1,차국린,23,Spring,4.0,출석 부르지 않으셔서 편안했으나 강의가 이해하기 쉬운 편른 아니었다. 예습 어느정도 하고 강의 들으면 괜찮을 듯.
물리학 1,차국린,23,Spring,5.0,출석체크를 하지 않는다. 교재는 할리데이 원서를 사용하는데 필수로 구입할 필요는 없다. 시험문제는 과제보다 쉬운 수준이다.
물리학실험 2,이탁희,22,Fall,4.0,조교님이 실험에 너무 관여 안하시고 그냥 방치하심. 물실 치고는 안빡세서 넘 좋았지만 개인적으로 조교님이 별로였음.
물리학실험 2,이탁희,22,Fall,5.0,보고서 4개 물실2는 혁명이다. 진짜 추진한 분들 감사드립니다.
물리학실험 2,류제경,22,Fall,4.0,엄청나게 편해졌다. 이거 S 못 받으면 공부 던진 거니 반성하세요.
물리학실험 2,류제경,22,Fall,5.0,실험이 보고서 4개에 S/U면 혜자라고 볼 수 있음
물리학실험 2,류제경,22,Fall,4.0,"물실이 S/U에 보고서 4개로 줄어들면서 정말 A~F 시절보다 훨씬 편해졌습니다.
저는 개인적으로는 생실보다 덜 힘들었어요. (생실은 디스커션에 각종 조사를 더 해야하는데, 물실은 데이터 바탕으로 논리적인 오차 근거만 판단하면 되어서)
조교님에 따라 세부적인 요구사항은 조금 달라질 수 있을 것 같아 조바조도 어느 정도 있을 것 같아요!"
물리학실험 2,류제경,22,Fall,5.0,"보고서 8개에서 4개.
상대평가 s/u에서 절대평가 s/u.
4학점의 로드에서 2학점의 로드.

지금도 1학점의 로드가 아닌 것은 확실하나, 
기존의 물실을 생각한다면 5점을 주지 않을 이유가 없다."
물리학실험 2,이승섭,22,Fall,5.0,"S/U 전환 후에 매우 널널해졌습니다
조교 별로 차이는 있겠지만 퀴즈는 보기 전에 공부해서 작성하고, 보고서는 결과값 정리하고 그래프 대충 넣고 오차 원인만 잘 쓰면 U는 안 나올 겁니다"
물리학실험 2,이승섭,22,Fall,5.0,"실험과목 중 최고...goat
당신의 헌신과 노력에 감사합니다"
물리학실험 2,이승섭,22,Fall,5.0,보고서 4개로 바뀌고 나서 개꿀 과목이 되었답니다.
물리학실험 2,이승섭,22,Fall,5.0,"S/U로 변한 물실1, 2를 모두 올 한 해에 들었네요.

1학기는 아직 변환 중이라서 여전히 힘들었습니다.

이에 비하면 진짜 이제부터는 개꿀입니다 ㅎㅎ 물론 조바조가 있기는 하지만 보고서 대충 써도 중간정도 나오고 보고서를 한 학기에 4번만 쓰면 되는 천국같으 과목입니다... ㅎㅎ

ㅊㅊㅇ 조교님 감사합니다!"
물리학실험 2,PARK YUN,23,Fall,5.0,"이번 학기에 퀴즈가 없어졌고 내년부터는 보고서도 없어집니다.
이제는 출결 잘 하고 랩노트만 쓰면 되는 과목"
물리학실험 2,PARK YUN,22,Fall,5.0,"갑자기 꿀강이 되어버린 물실2, 보고서 4번 쓰는거로 바뀐게 축복입니다."
물리학실험 2,PARK YUN,22,Fall,5.0,"조교 운이니깐 시간표 괜찮은 걸로
아무거나 골라 잡아서 들으시면 됩니당
근데 조교 운 안좋으면 빡셀수도
ㅎ 사실 애초에 빡센 과목이긴 한디"
물리학실험,강동민,23,Spring,5.0,"조교님이 친절하셨다
snu라서 꿀이다
하지만 수업중에 종종 때려치고싶어지는 막막함이 몰려와서 힘들다. 매뉴얼이 이해도 안되고 실험 내용이랑도 안맞음.."
물리학실험,강동민,23,Spring,5.0,조교님 사랑합니다... 학생들의 편의를 최대한 봐주시려하시고 보고서 채점후에는 항상 피드백을 주셔서 실력 향상에도 도움이 됩니다.
물리학실험,강동민,22,Fall,5.0,실험 과목 중에서는 가장 의미 있는 활동을 하는 기분입니다. S/U로 바뀐 만큼 보고서 부담이 줄어서 좋습니다.
물리학실험,차국린,22,Fall,5.0,"조교 바이 조교지만, 해당 학기의 조교님께서는 실험 과정에 대한 의문이 있을 때 질문을 드리면 친절하게 하나씩 설명해주셨습니다. 운동에 대한 분석이 가능한 프로그램의 사용 방법을 익힐 수 있어 도움이 되었습니다."
물리학과 신기술,홍승훈,23,Fall,5.0,"개인적으로는 정말 도움이 되었던 강의였습니다.
지필고사는 없고 대신 2인 1조로 각자 중간이나 기말에 한번씩 발표를 하는 형태로 발표자와 조원이 7:3으로 점수를 나누어 받는다고 하는데 세부적인 채점 내역은 공개되지 않았던거로 기억해서 조원의 발표가 얼마나 큰 영향을 주었는지는 모르겠네요. 그 외에 과제는 없으니 로드는 거의 없습니다.
발표에 대해서는 앞에 분도 말씀드렸지만 교수님께서 요구하시는 내용이 확실합니다. ""청중이 휴대폰으로 딴짓을 하다가도 ppt의 1~2개 슬라이드만 슬쩍 보고 내용 파악을 얼추 할 수 있고 내용의 중요성을 받아들여 휴대폰을 집중하고 집어넣을 수 있을 정도""로 간결하고 보기에 안정적으로 구성할 것을 요구합니다. 또한 대다수의 청중이 집중하는 순간은 별로 길지도 많지도 않으므로 그 짧은 순간에 중요성을 각인하고 주의를 끌 수 있도록 내용을 구성할 것을 요구합니다. 그리고 청중은 자신이 이해 못한 내용에 적대적이라고 하며 강연에서 청중이 이해 못했으면 그건 청중의 잘못이 아니라 전적으로 강연자의 잘못이라고 수업 시간에 자주 강조하셨고(이 수업에서 여러분이 내용을 못 받아들였다면 그건 자신의 잘못이 맞다는 말을 덧붙이셨습니다.) 실제로 발표 평가에도 강하게 반영되는 듯한 내용이니 이 점엔 유의하셨으면 합니다. 호불호가 갈릴 수는 있겠지만 개인적으로는 이것이 이 수업에서 얻어갈 수 있는 가장 중요한 내용이 아닌가 싶습니다. 그리고 학기가 끝나고 이번 겨울방학에 외부 프로그램에 참여해서 그룹 프로젝트의 발표를 맡게 되었는데 이 수업에서 발표 과제를 하며 직ㆍ간접적으로 배웠던 내용들이 정말로 도움이 많이 되었고 덕분에 좋은 평을 얻을 수 있었습니다.

그리고 발표 외적으로 배우는 내용에 대해서는 일단 과목 명이 그렇듯이 물리학이 신기술에 어떻게 녹아드는가를 다루는 과목이라 새로운 법칙이나 원리를 배우지는 않습니다. 대신 학부 과정에서 이미 배웠을 물리 법칙들이 실제로는 어떻게 응용되고 이를 위해 어떻게 표준화되는지를 배우는데 이게 상당히 흥미롭기도 했고 물리학을 한다면 결국 문제의 핵심을 꿰뚫는게 중요한 역량일 것인데 이를 위해 문제에 접근하는 새로운 시각도 받아들이기에 따라 익힐 수 있지 않나 싶기도 합니다.

그래서 호불호가 갈릴 수는 있지만 개인적으로는 극호였던 강의였고 받아들이기에 따라 보통의 이론 과목에서보다도 더 많은 것을 얻을 수도 있는 강의가 아닌가 싶습니다."
물리학과 신기술,홍승훈,23,Fall,3.0,"평가는 발표 한번으로 끝 2인 1조로 조를 짜긴 하지만 개인발표는 한번으로 끝임
과제도 없어서 로드는 없다고 보면 됨
다만 교수님 신념이 매우 뚜렷하므로 발표를 교수님 테이스트에 맞게 하지 않으면 음…

수업 내용은 나쁘진 않았던 것 같음
가려운부분을 긁어주는 느낌이었음 (반도체쪽)

전공 3학점을 채우는것이 목적이라면 추천
뭔가를 알차게 배워가야지 하는분이라면 ㄴㄴ"
물리학 2,제원호,23,Fall,3.0,수업 시간에 학생 이름 호명해서 질문하시는게 조금 부담스러웠습니다..
물리학 2,제원호,23,Fall,5.0,"시험이 과제에서 많이 나와요
영강인데 집중하면 영어 못해도 나름 잘 들리는 편입니다
성적은 343 잘라주시는 것 같아요"
물리학 2,제원호,23,Fall,4.0,영어는 잘 들리지 않지만 수업 성적은 잘 주십니다. 중간기말 합쳐서 거의 q2  언저리 했는데 A- 주십니다.
물리학 2,제원호,23,Fall,5.0,그냥 물2 제원호 교수님 수업 들으십쇼... 다른 분반처럼 과제 기한을 늘려주거나 몇 문제 안 풀어도 된다는 그런건 없지만 성적을 후하게 주십니다. 저도 강의평도 적고 정보도 없어서 걱정 많이 했는데 그냥 들으세요. 중간은 응용 문제만 나왔고 기말은 응용 문제 풀 수 있는 수준의 개념 정도 나오고 나머지는 계속 응용 문제입니다. 과제는 그냥 과목 특성상 많은거라... 조교님들도 굉장히 친절하십니다.
물리학 2,제원호,23,Fall,5.0,Q3 q2정도 받았는데 a0 받았습니다. 학점 꽤 잘 주시는듯. 시험문제는 아래에도 써있는데 과제에서 꽤 많이 나옵니다. 중간고사는 계산문제 위주로 나오고 기말은 개념문제 위주로 나왔던 것 같습니다. 참고로 기말때 보너스문제로 교수님이 수업시간에 말하셨던거 쓰는게 있었는데 대부분 제대로 못 적으셨더라고요.
물리학 2,제원호,22,Fall,5.0,시험문제가 과제에서 많이 나오네요. 교수님 강의도 좋고 조교님도 좋았습니다.
물리학 2,양병수,22,Fall,2.0,강의력 별로지만 벼락치기 해서 개념 익히면 시험 잘 볼 수 있다. 시험 문제는 그냥 일반물리학 개념들을 서술하는 것이고 약간의 계산이 필요한 문제 몇문제 출제하신다. 증명도 꽤 나온다.
물리학 2,양병수,22,Fall,3.0,"강의력 매우 별로임. 수업듣는 사람 거의 못봄
시험도 너무 타임어택 식이라서 어려운 것보다 개념 위주로 공부해야하는데 자잘한 게 많이 나온다"
물리학 2,양병수,22,Fall,5.0,"강의 자료는 ppt 를 그대로 가져온 것이고, 시험도 개념과 교재 checkpoint 위주로 출제하시기에 할리데이와 피피티 위주로 준비만 하시면 시험 어렵지 않게 쓸 수 있습니다.
다만 주어진 시간에 비해 써야하는 개념의 양이 많기에 타임어택이 될 수 있네요
중간 q3-5, 기말 q3+5 A0 받았습니다
저도 영재고 나왔지만 공대 분반이라 그런지 저말고도 영재고나온 친구들이 많았고, A+을 노리려면 정말 잘해야 할 것 같아요
성적은 343애서 조금 잘주십니다"
물리학 2,양병수,22,Fall,5.0,"중간 q3 기말 q4 A+
쉬운 문제를 많이 내시는 편이라 계산 문제를 풀다 시험 직전에 ppt 보시면서 정의만 복습하면 q3은 무난히 넘길 수 있습니다. 수업은 그냥 할리데이 교과서를 읽는 정도입니다."
물리학 2,양병수,22,Fall,3.0,"수업자료는 할리데이를 긁어온 것이고, 강의력도 읽어주는 수준이라 들을만한 강의는 아니지만,

장점: 상위 70프로까지 B대를 주며, A+부터 B-까지 균등하게 주기 때문에 대형강의이다 보니 나름 유의미합니다. 즉, 다른 강의에 비해 성적을 잘 받을 확률이 높습니다.

단점; 시험 성적 분포를 보면, 상당히 우측으로 치우쳐져 있습니다. 시험 스타일은 정의 등의 개념 작성(가우스 법칙의 적분형 표기 등)이 굉장히 큰 비중을 차지합니다(문제해결을 요구하는 문제는 어렵지 않습니다.) 설마 나오겠어 하는 개념까지 골고루 다 출제하시니 참고하면 좋은 성적을 받아가실 수 있습니다.

총평: 저는 중간 때 시험이 그런 스타일로 나오는지 모르고 들어가서 등수가 30등 언저리였었는데, 과제 만점 받고 기말 열심히 했더니 기적처럼 A+을 주셨습니다. 교수님 사랑합니다!!! 성적을 조금 더 잘 준다 하나로도 충분히 이 강의를 선택하는 의미가 있는 것 같습니다."
고급물리학 2,양운기,23,Fall,5.0,"시험없고 과제없고
오직 ”태도 100%“
재밌었습니다~"
